"rfmo","lon","lat","year","month","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"wcpfc",177.5,-47.5,1980,3,349.815,0.083,7,0,0,0.083,7,0,0
"wcpfc",177.5,-47.5,1980,4,737.978,0.894,75,0,0,0.894,75,0,0
"wcpfc",177.5,-47.5,1981,2,141.4,0.126,10,0,0,0.126,10,0,0
"wcpfc",177.5,-47.5,1981,3,780,1.933,153,0,0,1.933,153,0,0
"wcpfc",177.5,-47.5,1981,4,408.7,0.392,31,0,0,0.392,31,0,0
"wcpfc",177.5,-47.5,1981,5,642.7,0.278,22,0,0,0.278,22,0,0
"wcpfc",177.5,-47.5,1982,3,127.7,0.015,1,0,0,0.015,1,0,0
"wcpfc",177.5,-47.5,1982,4,607.1,0.207,14,0,0,0.207,14,0,0
"wcpfc",177.5,-47.5,1982,5,465.9,0.192,13,0,0,0.192,13,0,0
"wcpfc",177.5,-47.5,1983,3,137.9,0.033,2,0,0,0.033,2,0,0
"wcpfc",177.5,-47.5,1983,4,542.4,0.049,3,0,0,0.049,3,0,0
"wcpfc",177.5,-47.5,1984,4,331.8,0.203,14,0,0,0.203,14,0,0
"wcpfc",177.5,-47.5,1991,4,162.655,0.239,18,0,0,0.239,18,0,0
"iccat",-54.5,-44.5,1980,4,2.065,0,2,NA,0,NA,2,NA,0
"iccat",-54.5,-44.5,1981,4,27.955,0,11,NA,0,NA,11,NA,0
"iccat",-54.5,-44.5,1995,2,4.275,0,66,NA,0,NA,66,NA,0
"iccat",-54.5,-44.5,2013,2,NA,0.004,0,0,NA,0,NA,0.004,NA
"iccat",-49.5,-44.5,1970,6,11.115,0,131,NA,2,NA,129,NA,0
"iccat",-49.5,-44.5,1970,7,3.9,0,80,NA,0,NA,80,NA,0
"iccat",-49.5,-44.5,1973,3,38.038,0,107,NA,0,NA,107,NA,0
"iccat",-49.5,-44.5,1973,4,17.616,0,35,NA,0,NA,35,NA,0
"iccat",-49.5,-44.5,1980,3,2.5,0,3,NA,0,NA,3,NA,0
"iccat",-49.5,-44.5,1980,4,45.055,0,121,NA,3,NA,118,NA,0
"iccat",-49.5,-44.5,1980,5,9.965,0,14,NA,0,NA,14,NA,0
"iccat",-49.5,-44.5,1981,5,17.844,0,34,NA,0,NA,34,NA,0
"iccat",-49.5,-44.5,1982,3,3.312,0,2,NA,2,NA,0,NA,0
"iccat",-49.5,-44.5,1986,2,4.802,0,7,NA,0,NA,7,NA,0
"iccat",-49.5,-44.5,1986,3,11.332,0,5,NA,0,NA,5,NA,0
"iccat",-49.5,-44.5,2002,4,7.208,1.405,0,0,NA,1.405,NA,0,NA
"iccat",-49.5,-44.5,2011,1,19.6,0.35305,0,0,NA,0.35305,NA,0,NA
"iccat",-49.5,-44.5,2011,2,10.05,1.06232,0,0.339,NA,0.72332,NA,0,NA
"iccat",-49.5,-44.5,2012,1,7.873,0.1243,0,0,NA,0,NA,0.1243,NA
"iccat",-49.5,-44.5,2015,1,NA,0.04,0,0,NA,0.04,NA,0,NA
"iccat",-49.5,-44.5,2015,12,NA,0.016,0,0,NA,0,NA,0.016,NA
"iccat",-49.5,-44.5,2017,1,NA,0.09007,0,0,NA,0.09007,NA,0,NA
"iccat",-44.5,-44.5,1980,3,5.15,0,3,NA,0,NA,3,NA,0
"iccat",-44.5,-44.5,1981,4,10.68,0,2,NA,0,NA,2,NA,0
"iccat",-44.5,-44.5,1982,3,37.291,0,161,NA,6,NA,155,NA,0
"iccat",-44.5,-44.5,1982,6,2.588,0,32,NA,0,NA,32,NA,0
"iccat",-44.5,-44.5,1986,3,11.913,0,296,NA,3,NA,293,NA,0
"iccat",-44.5,-44.5,1992,4,3.04,0.923,0,0,NA,0.923,NA,0,NA
"iccat",-44.5,-44.5,1998,6,8.321,3.773,0,0.418,NA,3.163,NA,0.192,NA
"iccat",-44.5,-44.5,2012,6,1.25,0,2,NA,0,NA,2,NA,0
"iccat",-39.5,-44.5,1979,3,8.498,0,5,NA,0,NA,5,NA,0
"iccat",-39.5,-44.5,1980,2,16.25,0,18,NA,0,NA,18,NA,0
"iccat",-39.5,-44.5,1980,3,22.23,0,2,NA,0,NA,2,NA,0
"iccat",-39.5,-44.5,1981,2,36.04,0,65,NA,0,NA,65,NA,0
"iccat",-39.5,-44.5,1981,3,52.71,0,121,NA,0,NA,121,NA,0
"iccat",-39.5,-44.5,1982,2,33.079,0,9,NA,0,NA,9,NA,0
"iccat",-39.5,-44.5,1982,3,95.137,0,156,NA,0,NA,156,NA,0
"iccat",-39.5,-44.5,1983,3,30.42,0,47,NA,0,NA,47,NA,0
"iccat",-39.5,-44.5,1984,3,5.75,0,35,NA,0,NA,35,NA,0
"iccat",-39.5,-44.5,1992,3,28.68,7.542,0,0,NA,7.542,NA,0,NA
"iccat",-39.5,-44.5,1992,4,9.36,2.508,0,0,NA,2.508,NA,0,NA
"iccat",-39.5,-44.5,1993,11,37.854,9.2,0,0.2,NA,9,NA,0,NA
"iccat",-39.5,-44.5,1993,11,37.854,0,483,NA,10,NA,473,NA,0
"iccat",-39.5,-44.5,2001,4,12.971,2.402,0,0,NA,2.402,NA,0,NA
"iccat",-39.5,-44.5,2015,3,1.3,0,24,NA,0,NA,6,NA,18
"iccat",-39.5,-44.5,2015,4,5.2,0,54,NA,0,NA,20,NA,34
"iccat",-34.5,-44.5,1973,3,2.259,0,3,NA,0,NA,3,NA,0
"iccat",-34.5,-44.5,1982,2,30.36,0,10,NA,0,NA,10,NA,0
"iccat",-34.5,-44.5,1992,5,16.02,3.307,0,0.255,NA,3.052,NA,0,NA
"iccat",-34.5,-44.5,1993,11,37.854,9.6,0,0,NA,9.6,NA,0,NA
"iccat",-34.5,-44.5,1993,11,37.854,0,504,NA,0,NA,504,NA,0
"iccat",-34.5,-44.5,2013,5,1.6,0.006,0,0,NA,0.006,NA,0,NA
"iccat",-34.5,-44.5,2022,3,NA,0.0598,0,0.0598,NA,0,NA,0,NA
"iccat",-29.5,-44.5,1992,5,21.96,7.958,0,0.255,NA,7.541,NA,0.162,NA
"iccat",-29.5,-44.5,1992,6,3.24,0.865,0,0,NA,0.865,NA,0,NA
"iccat",-29.5,-44.5,1993,11,37.854,10.4,0,0,NA,10.4,NA,0,NA
"iccat",-29.5,-44.5,1993,11,37.854,0,546,NA,0,NA,546,NA,0
"iccat",-29.5,-44.5,2015,12,2.7,0,81,NA,40,NA,33,NA,8
"iccat",-24.5,-44.5,1993,11,37.854,12.9,0,1.2,NA,9.8,NA,1.9,NA
"iccat",-24.5,-44.5,1993,11,37.854,0,661,NA,52,NA,515,NA,94
"iccat",-24.5,-44.5,2009,4,18.75,1.059,0,0.179,NA,0.846,NA,0.034,NA
"iccat",-19.5,-44.5,1994,2,17.91,5.2,0,0,NA,4.8,NA,0.4,NA
"iccat",-19.5,-44.5,1994,2,17.91,0,247,NA,0,NA,233,NA,14
"iccat",-14.5,-44.5,1993,10,37.854,8,0,0,NA,8,NA,0,NA
"iccat",-14.5,-44.5,1993,10,37.854,0,420,NA,0,NA,420,NA,0
"iccat",-14.5,-44.5,1994,3,17.91,4.9,0,0.1,NA,4.8,NA,0,NA
"iccat",-14.5,-44.5,1994,3,17.91,0,237,NA,4,NA,233,NA,0
"iccat",-9.5,-44.5,1993,10,37.854,8.4,0,0,NA,8.4,NA,0,NA
"iccat",-9.5,-44.5,1993,10,37.854,0,441,NA,0,NA,441,NA,0
"iccat",-4.5,-44.5,1993,10,75.708,21.2,0,0.5,NA,18.6,NA,2.1,NA
"iccat",-4.5,-44.5,1993,10,75.708,0,1103,NA,21,NA,977,NA,105
"iccat",-4.5,-44.5,2023,4,16.25,0.028,0,0,NA,0.028,NA,0,NA
"iccat",-4.5,-44.5,2023,5,28.16,0.033,0,0,NA,0.033,NA,0,NA
"iccat",-4.5,-44.5,2024,4,8.36,0,44,NA,0,NA,44,NA,0
"iccat",-4.5,-44.5,2024,5,2.25,0,1,NA,0,NA,1,NA,0
"iccat",0.5,-44.5,1983,1,12.219,1.3,0,0,NA,1.3,NA,0,NA
"iccat",0.5,-44.5,1983,1,12.219,0,107,NA,0,NA,107,NA,0
"iccat",0.5,-44.5,1989,3,63.99,0,1,NA,0,NA,1,NA,0
"iccat",0.5,-44.5,1993,10,151.416,36.8,0,1.2,NA,35.4,NA,0.2,NA
"iccat",0.5,-44.5,1993,10,151.416,0,1921,NA,52,NA,1859,NA,10
"iccat",0.5,-44.5,2016,11,3.75,0,66,NA,13,NA,14,NA,39
"iccat",0.5,-44.5,2023,5,14.872,0.02,0,0,NA,0.02,NA,0,NA
"iccat",0.5,-44.5,2024,4,20.68,0,73,NA,0,NA,73,NA,0
"iccat",0.5,-44.5,2024,4,22.8,0,1,NA,0,NA,1,NA,0
"iccat",0.5,-44.5,2024,4,16.104,0.115,0,0,NA,0.115,NA,0,NA
"iccat",0.5,-44.5,2024,5,71.412,0.128,0,0,NA,0.128,NA,0,NA
"iccat",0.5,-44.5,2024,6,11.52,0,2,NA,0,NA,0,NA,2
"iccat",5.5,-44.5,1991,8,351.493,57.5,0,45.9,NA,0,NA,11.6,NA
"iccat",5.5,-44.5,1991,8,351.493,0,1725,NA,1251,NA,0,NA,474
"iccat",5.5,-44.5,1991,12,351.493,57.5,0,45.9,NA,0,NA,11.6,NA
"iccat",5.5,-44.5,1991,12,351.493,0,1725,NA,1251,NA,0,NA,474
"iccat",5.5,-44.5,1993,4,2.963,0,23,NA,0,NA,23,NA,0
"iccat",5.5,-44.5,1993,10,75.708,17.9,0,0,NA,17.9,NA,0,NA
"iccat",5.5,-44.5,1993,10,75.708,0,935,NA,0,NA,935,NA,0
"iccat",10.5,-44.5,1972,1,2.768,0,26,NA,0,NA,26,NA,0
"iccat",10.5,-44.5,1972,3,22.903,0,1,NA,0,NA,1,NA,0
"iccat",10.5,-44.5,1974,2,2.766,0,1,NA,0,NA,1,NA,0
"iccat",10.5,-44.5,1980,3,9.821,0,2,NA,0,NA,2,NA,0
"iccat",10.5,-44.5,1999,5,14.631,0,3,NA,0,NA,3,NA,0
"iccat",15.5,-44.5,1970,2,61.573,0,94,NA,0,NA,94,NA,0
"iccat",15.5,-44.5,1972,3,58.459,0,6,NA,0,NA,6,NA,0
"iccat",15.5,-44.5,1974,3,36.317,0,40,NA,0,NA,40,NA,0
"iccat",15.5,-44.5,1975,2,16.388,0,1,NA,0,NA,1,NA,0
"iccat",15.5,-44.5,1976,3,2.425,0,10,NA,0,NA,10,NA,0
"iccat",15.5,-44.5,1979,4,41.138,0,8,NA,0,NA,8,NA,0
"iccat",15.5,-44.5,1990,5,121.312,0,74,NA,44,NA,22,NA,8
"iccat",15.5,-44.5,1991,9,351.493,57.5,0,45.9,NA,0,NA,11.6,NA
"iccat",15.5,-44.5,1991,9,351.493,0,1725,NA,1251,NA,0,NA,474
"iccat",15.5,-44.5,2005,5,238.291,0,46,NA,0,NA,46,NA,0
"iccat",15.5,-44.5,2008,6,235.761,0,11,NA,0,NA,11,NA,0
"iccat",15.5,-44.5,2012,4,9.6,0,3,NA,0,NA,3,NA,0
"wcpfc",-177.5,-42.5,1971,6,379.628,18.201,1245,0.178,4,18.023,1241,0,0
"wcpfc",-177.5,-42.5,1972,6,136.856,3.092,211,0,0,3.092,211,0,0
"wcpfc",-177.5,-42.5,1976,6,129.955,4.296,275,0.038,1,4.258,274,0,0
"wcpfc",-177.5,-42.5,1980,6,135.696,1.239,104,0,0,1.239,104,0,0
"wcpfc",-177.5,-42.5,1981,6,258.4,3.917,310,0,0,3.917,310,0,0
"wcpfc",-177.5,-42.5,1983,5,214.9,2.787,169,0,0,2.787,169,0,0
"wcpfc",-172.5,-42.5,1974,2,2380.994,220.078,21229,24.091,535,137.467,18604,58.52,2090
"wcpfc",-172.5,-42.5,1974,3,2401.781,235.609,21414,25.791,573,147.168,18604,62.65,2237
"wcpfc",-172.5,-42.5,1974,6,945.242,68.441,6131,7.492,166,42.75,5315,18.199,650
"wcpfc",-167.5,-42.5,2004,5,117.7,19.5,2496,0,0,19.5,2496,0,0
"wcpfc",-162.5,-42.5,2002,4,124.553,60.304,5016,0,0,57.761,4967,2.543,49
"wcpfc",-162.5,-42.5,2004,5,135.084,45.114,5726,0,0,45.114,5726,0,0
"wcpfc",-152.5,-42.5,1974,3,190.4,132.874,12061,0,0,132.874,12061,0,0
"wcpfc",-152.5,-42.5,1974,4,692.987,72.37,6178,7.922,176,45.204,5315,19.244,687
"wcpfc",-152.5,-42.5,1987,3,125.2,7.143,893,0,0,7.143,893,0,0
"wcpfc",-152.5,-42.5,1993,2,216.2,62.445,5857,0,0,62.445,5857,0,0
"wcpfc",-152.5,-42.5,2000,2,192.562,62.355,7033,0,0,62.355,7033,0,0
"wcpfc",-152.5,-42.5,2000,3,120.661,26.614,2194,3.763,99,18.264,1946,4.587,149
"wcpfc",-147.5,-42.5,1974,3,189.7,81.581,8101,0.361,14,81.22,8087,0,0
"iattc",-147.5,-42.5,1979,3,22.514,0,366,NA,4,NA,362,0,0
"iattc",-147.5,-42.5,1979,3,4.209,2.26,193,0.45,11,1.81,182,0,0
"iattc",-147.5,-42.5,1981,4,16.17,0,892,NA,4,NA,886,NA,2
"iattc",-147.5,-42.5,1983,3,2.756,1.37,162,0,0,1.37,162,0,0
"iattc",-147.5,-42.5,1983,4,6.89,5.02,401,0,0,5.02,401,0,0
"iattc",-147.5,-42.5,1984,2,5.351,0,119,0,0,NA,119,0,0
"iattc",-147.5,-42.5,1986,3,12.22,0,4,0,0,NA,4,0,0
"iattc",-147.5,-42.5,1986,3,27.856,9.54,628,0,0,9.54,628,0,0
"iattc",-147.5,-42.5,1986,4,44.135,0,1924,0,0,NA,1924,0,0
"iattc",-147.5,-42.5,1987,3,7.99,0.55,70,0,0,0.55,70,0,0
"iattc",-147.5,-42.5,1987,3,34.122,7.2,474,0,0,7.2,474,0,0
"wcpfc",-147.5,-42.5,1989,3,332.535,70.206,5801,0,0,70.206,5801,0,0
"iattc",-147.5,-42.5,1993,2,30.119,4.31,396,0,0,4.31,396,0,0
"wcpfc",-147.5,-42.5,1996,2,103.981,47.855,5784,0,0,47.855,5784,0,0
"wcpfc",-147.5,-42.5,1996,3,133.803,61.68,8592,0,0,61.68,8592,0,0
"iattc",-147.5,-42.5,1997,2,10.762,3.49,584,0,0,3.49,584,0,0
"wcpfc",-147.5,-42.5,1997,3,105.145,28.891,4324,0,0,28.891,4324,0,0
"wcpfc",-147.5,-42.5,1999,3,128.362,26.073,3819,0,0,26.073,3819,0,0
"iattc",-147.5,-42.5,1999,5,2.56,0.94,27,0.81,23,0,0,0.13,4
"wcpfc",-147.5,-42.5,2000,3,338.43,107.91,9856,18.459,517,85.372,9190,4.079,149
"iattc",-147.5,-42.5,2001,1,5.04,0.22,6,0.18,4,0,0,0.04,2
"wcpfc",-147.5,-42.5,2002,2,149.691,35.233,3314,0,0,35.233,3314,0,0
"iattc",-147.5,-42.5,2002,3,34.848,53.38,1121,36.69,715,0,0,16.69,406
"wcpfc",-147.5,-42.5,2002,4,176.755,116.088,7720,0,0,116.088,7720,0,0
"iattc",-147.5,-42.5,2004,3,18.536,7,935,0,0,7,935,0,0
"iattc",-147.5,-42.5,2004,4,57.136,14.24,1251,1.5,29,11.21,1184,1.53,38
"wcpfc",-147.5,-42.5,2004,5,168.577,39.313,5032,3.236,115,35.861,4909,0.216,8
"iattc",-147.5,-42.5,2005,5,9.216,2.02,247,0,0,2.02,247,0,0
"wcpfc",-147.5,-42.5,2006,4,206.097,57.444,5970,0.084,4,57.36,5966,0,0
"iattc",-147.5,-42.5,2009,4,7.9,1.1,112,0,0,1.1,112,0,0
"iattc",-147.5,-42.5,2009,5,20.9,8.5,897,0,0,8.5,897,0,0
"iattc",-147.5,-42.5,2019,4,3.25,0,2,0,0,NA,2,0,0
"iattc",-142.5,-42.5,1981,3,16.2,0,543,0,0,NA,543,0,0
"iattc",-142.5,-42.5,1981,4,8.195,0,204,0,0,NA,204,0,0
"iattc",-142.5,-42.5,1982,3,2.66,0,165,0,0,NA,165,0,0
"iattc",-142.5,-42.5,1982,4,5.6,0,175,0,0,NA,174,NA,1
"iattc",-142.5,-42.5,1984,3,9.676,6.36,442,0,0,6.36,442,0,0
"iattc",-142.5,-42.5,1985,3,2.795,0,14,NA,1,NA,13,0,0
"iattc",-142.5,-42.5,1985,4,5.805,0,227,0,0,NA,227,0,0
"iattc",-142.5,-42.5,1986,2,2.8,0,4,0,0,NA,4,0,0
"wcpfc",-142.5,-42.5,1986,3,108.983,14.933,1113,0.184,4,14.749,1109,0,0
"wcpfc",-142.5,-42.5,1986,4,221.978,68.175,5126,0,0,68.175,5126,0,0
"iattc",-142.5,-42.5,1989,3,3.29,0.19,35,0,0,0.19,35,0,0
"iattc",-142.5,-42.5,1989,3,45.164,2.69,270,0,0,2.69,270,0,0
"iattc",-142.5,-42.5,1993,2,52.56,11.47,886,0,0,11.47,886,0,0
"iattc",-142.5,-42.5,1996,2,20.256,8.12,957,0,0,8.12,957,0,0
"iattc",-142.5,-42.5,1996,3,70.896,57.89,6814,0,0,57.89,6814,0,0
"iattc",-142.5,-42.5,1997,3,21.524,8.8,1262,0,0,8.8,1262,0,0
"iattc",-142.5,-42.5,2000,2,20.661,2.72,310,0,0,2.72,310,0,0
"iattc",-142.5,-42.5,2000,3,87.769,15.81,2070,0,0,15.81,2070,0,0
"iattc",-142.5,-42.5,2002,3,4.852,4.34,62,3.96,55,0,0,0.38,7
"wcpfc",-142.5,-42.5,2002,4,103.128,16.774,1269,0,0,16.488,1253,0.286,16
"iattc",-142.5,-42.5,2002,5,9.263,44.36,1487,26.32,491,14.24,895,3.8,101
"iattc",-142.5,-42.5,2003,1,10.549,0.35,47,0,0,0.35,47,0,0
"wcpfc",-142.5,-42.5,2003,3,100.014,30.267,2058,11.701,330,10.446,1441,8.12,287
"iattc",-142.5,-42.5,2003,4,9.376,5,190,0.28,7,4.47,178,0.25,5
"iattc",-142.5,-42.5,2004,3,41.436,37.79,2975,8.22,164,20.85,2565,8.72,246
"wcpfc",-142.5,-42.5,2004,4,251.455,68.715,6006,3.522,63,61.871,5882,3.322,61
"iattc",-142.5,-42.5,2005,5,8.848,4.27,475,0,0,4.27,475,0,0
"wcpfc",-142.5,-42.5,2006,4,378.215,101.702,9994,0.107,5,101.595,9989,0,0
"iattc",-142.5,-42.5,2012,3,28.4,13.81,1767,0,0,13.81,1767,0,0
"iattc",-137.5,-42.5,1982,3,2.45,0,133,0,0,NA,133,0,0
"iattc",-137.5,-42.5,1984,2,15.558,0,402,0,0,NA,402,0,0
"iattc",-137.5,-42.5,1984,3,12.824,0,163,0,0,NA,163,0,0
"wcpfc",-137.5,-42.5,1985,3,247.794,79.232,6142,0,0,79.232,6142,0,0
"wcpfc",-137.5,-42.5,1985,4,299.657,151.629,11749,0.104,3,151.525,11746,0,0
"wcpfc",-137.5,-42.5,1986,3,390.733,47.088,3538,0,0,47.023,3536,0.065,2
"wcpfc",-137.5,-42.5,1986,4,141.509,22.061,1654,0.093,2,21.968,1652,0,0
"wcpfc",-137.5,-42.5,1989,3,109.268,36.335,2732,0,0,36.335,2732,0,0
"iattc",-137.5,-42.5,1992,3,248.987,140.43,11540,0,0,140.43,11540,0,0
"iattc",-137.5,-42.5,1992,4,67.844,34.94,2917,0,0,34.94,2917,0,0
"iattc",-137.5,-42.5,1993,3,10.63,4.94,337,0,0,4.94,337,0,0
"iattc",-137.5,-42.5,1994,3,7.56,0,6,0,0,NA,6,0,0
"wcpfc",-137.5,-42.5,1996,3,246.674,146.938,19682,0,0,146.938,19682,0,0
"iattc",-137.5,-42.5,1999,3,41.491,5.5,686,0,0,5.5,686,0,0
"iattc",-137.5,-42.5,2000,2,38.884,1.48,169,0,0,1.48,169,0,0
"iattc",-137.5,-42.5,2000,3,49.504,4.75,496,0,0,4.75,496,0,0
"wcpfc",-137.5,-42.5,2002,4,535.186,165.816,15169,1.889,57,162.211,15031,1.716,81
"wcpfc",-137.5,-42.5,2003,3,425.774,125.394,14024,12.648,375,105.402,13364,7.344,285
"wcpfc",-137.5,-42.5,2003,4,175.244,51.003,2069,20.808,678,23.817,1188,6.378,203
"iattc",-137.5,-42.5,2004,2,43.616,4,322,0.58,16,2.91,292,0.51,14
"wcpfc",-137.5,-42.5,2004,3,121.923,17.686,1750,2.718,95,14.055,1609,0.913,46
"wcpfc",-137.5,-42.5,2004,4,478.79,141.324,14774,5.942,158,133.96,14580,1.422,36
"iattc",-137.5,-42.5,2004,5,10.904,3.14,148,0.47,14,2.67,134,0,0
"iattc",-137.5,-42.5,2005,3,14.637,4.56,539,0,0,4.56,539,0,0
"iattc",-137.5,-42.5,2005,4,12.252,2.92,260,0.05,1,2.87,259,0,0
"iattc",-137.5,-42.5,2005,5,66.099,32.19,3428,0,0,32.19,3428,0,0
"iattc",-137.5,-42.5,2006,3,15.2,4.81,440,0.16,5,4.65,435,0,0
"wcpfc",-137.5,-42.5,2006,4,483.198,136.268,13855,0.781,19,135.438,13834,0.049,2
"iattc",-137.5,-42.5,2009,4,48.6,41.89,5034,0,0,41.89,5034,0,0
"iattc",-137.5,-42.5,2012,3,21.75,4.39,563,0,0,4.39,563,0,0
"iattc",-132.5,-42.5,1982,2,2.8,0,21,0,0,NA,21,0,0
"iattc",-132.5,-42.5,1982,3,26.65,0,1519,0,0,NA,1519,0,0
"iattc",-132.5,-42.5,1984,3,14.259,0,337,0,0,NA,337,0,0
"iattc",-132.5,-42.5,1985,2,3.51,0,1,0,0,NA,1,0,0
"iattc",-132.5,-42.5,1985,3,44.337,0,1167,0,0,NA,1167,0,0
"iattc",-132.5,-42.5,1985,4,18.61,0,1048,0,0,NA,1048,0,0
"iattc",-132.5,-42.5,1986,2,7.2,0,36,0,0,NA,36,0,0
"wcpfc",-132.5,-42.5,1986,3,384.819,57.081,4292,0,0,57.081,4292,0,0
"wcpfc",-132.5,-42.5,1986,4,103.28,11.574,870,0,0,11.574,870,0,0
"iattc",-132.5,-42.5,1989,3,18.058,2.1,283,0,0,2.1,283,0,0
"iattc",-132.5,-42.5,1989,4,3.012,0.33,33,0,0,0.33,33,0,0
"iattc",-132.5,-42.5,1992,3,521.719,298.44,24526,0,0,298.44,24526,0,0
"wcpfc",-132.5,-42.5,2002,4,631.63,237.917,20942,3.692,106,231.986,20722,2.239,114
"wcpfc",-132.5,-42.5,2003,2,105.122,22.082,2690,0.466,21,20.809,2632,0.807,37
"wcpfc",-132.5,-42.5,2003,3,555.263,143.478,10455,17.892,485,119.386,9753,6.2,217
"iattc",-132.5,-42.5,2003,4,49.039,6.12,403,3.24,110,2.88,293,0,0
"iattc",-132.5,-42.5,2004,3,59.424,14.55,668,1.43,41,12.55,596,0.57,31
"wcpfc",-132.5,-42.5,2004,4,324.94,122.937,13922,1.236,44,120.791,13847,0.91,31
"iattc",-132.5,-42.5,2004,5,9.268,3.48,313,0.62,22,2.48,275,0.38,16
"iattc",-132.5,-42.5,2005,3,8.848,3.91,355,1.22,35,2.28,309,0.41,11
"wcpfc",-132.5,-42.5,2005,4,107.486,28.83,3548,0.717,36,28.113,3512,0,0
"iattc",-132.5,-42.5,2006,3,42.26,8.14,757,0.03,2,8.11,755,0,0
"wcpfc",-132.5,-42.5,2006,4,207.188,61.598,6103,0.039,1,61.559,6102,0,0
"iattc",-132.5,-42.5,2009,3,15,2.2,276,0,0,2.2,276,0,0
"iattc",-132.5,-42.5,2009,4,51,25.06,3169,0,0,25.06,3169,0,0
"iattc",-132.5,-42.5,2012,2,21.6,5.12,318,0.18,7,4.86,307,0.08,4
"iattc",-132.5,-42.5,2012,3,9,14.91,919,0.67,27,13.94,877,0.3,15
"iattc",-132.5,-42.5,2013,11,26.048,18.75,1227,0.45,17,18,1200,0.3,10
"iattc",-127.5,-42.5,1982,2,16.8,0,163,0,0,NA,163,0,0
"iattc",-127.5,-42.5,1986,4,7.13,0,29,0,0,NA,29,0,0
"iattc",-127.5,-42.5,1992,4,22.388,12.55,1018,0,0,12.55,1018,0,0
"iattc",-127.5,-42.5,2002,3,53.022,138.15,3749,104.16,2794,6.72,337,27.27,618
"iattc",-127.5,-42.5,2002,4,104.102,78.8,3180,14.26,344,53.86,2589,10.68,247
"iattc",-127.5,-42.5,2003,2,131.271,33.6,1125,2.04,61,29.73,1001,1.83,63
"iattc",-127.5,-42.5,2003,3,67.135,15.39,616,2.94,70,11.99,534,0.46,12
"iattc",-127.5,-42.5,2003,4,70.136,11.58,900,0,0,11.58,900,0,0
"iattc",-127.5,-42.5,2004,3,34.121,21.87,2278,0.46,14,21.41,2264,0,0
"iattc",-127.5,-42.5,2004,4,190.24,72.54,7666,1.9,54,70.09,7588,0.55,24
"iattc",-127.5,-42.5,2004,5,9.268,3.33,314,0.31,11,2.52,281,0.5,22
"iattc",-127.5,-42.5,2005,3,96.738,42.15,4891,0,0,42.15,4891,0,0
"iattc",-127.5,-42.5,2005,4,265.993,91.92,10496,3.36,74,88.56,10422,0,0
"iattc",-127.5,-42.5,2006,3,57.2,9.83,1064,0.58,16,9.23,1047,0.02,1
"iattc",-127.5,-42.5,2007,3,11.3,0.57,56,0,0,0.57,56,0,0
"iattc",-127.5,-42.5,2010,3,6,1.54,151,0,0,1.54,151,0,0
"iattc",-127.5,-42.5,2012,2,3,0.64,39,0.02,1,0.58,36,0.04,2
"iattc",-127.5,-42.5,2021,2,10.2,0.78,59,0,0,0.78,59,0,0
"iattc",-127.5,-42.5,2021,2,6.5,0,26,0,0,NA,26,0,0
"iattc",-127.5,-42.5,2021,3,20.68,2.78,306,0,0,2.78,306,0,0
"iattc",-122.5,-42.5,2002,3,114.248,155.84,4760,127.46,3860,6.37,346,22.01,554
"iattc",-122.5,-42.5,2002,4,215.704,111.78,5038,18.79,505,85.15,4288,7.84,245
"iattc",-122.5,-42.5,2002,5,9.704,36.17,1512,15.02,378,16.77,1033,4.38,101
"iattc",-122.5,-42.5,2003,3,18.753,3.69,474,0,0,3.69,474,0,0
"iattc",-122.5,-42.5,2003,4,17.464,1.28,131,0,0,1.28,131,0,0
"iattc",-122.5,-42.5,2005,3,386.466,211.05,23344,0,0,211.05,23344,0,0
"iattc",-122.5,-42.5,2005,4,80.538,25.36,2311,0,0,25.36,2311,0,0
"iattc",-122.5,-42.5,2006,2,7.9,1.76,211,0.1,4,1.63,205,0.03,2
"iattc",-122.5,-42.5,2006,3,3.8,0.35,24,0,0,0.35,24,0,0
"iattc",-122.5,-42.5,2007,2,40,9.64,983,0,0,9.64,983,0,0
"iattc",-122.5,-42.5,2007,3,33.972,9.21,906,0,0,9.21,906,0,0
"iattc",-122.5,-42.5,2007,3,69,30.6,3134,0,0,30.6,3134,0,0
"iattc",-122.5,-42.5,2010,3,33.3,9.26,947,0.09,4,9.09,939,0.08,4
"iattc",-122.5,-42.5,2012,2,15,5.25,322,0.23,9,4.84,305,0.18,8
"iattc",-122.5,-42.5,2021,2,26.32,2.75,187,0.38,6,2.37,181,0,0
"iattc",-122.5,-42.5,2021,2,13.72,0,42,0,0,NA,42,0,0
"iattc",-122.5,-42.5,2021,3,3.57,0.12,13,0,0,0.12,13,0,0
"iattc",-122.5,-42.5,2021,3,6.6,0,56,0,0,NA,56,0,0
"iattc",-117.5,-42.5,1999,12,2.4,0.7,22,0.29,7,0,0,0.41,15
"iattc",-117.5,-42.5,2003,3,7.032,0.03,2,0,0,0.03,2,0,0
"iattc",-117.5,-42.5,2005,3,150.001,75.52,7687,0,0,75.52,7687,0,0
"iattc",-117.5,-42.5,2005,4,7.554,2.96,298,0,0,2.96,298,0,0
"iattc",-117.5,-42.5,2006,3,7.6,1.16,102,0.02,1,1.14,101,0,0
